road_key,road_name,measurements_count,stations_count,date_min,date_max,traffic_factor_latest,traffic_factor_max,traffic_factor_mean,vehicle_count_max,vehicle_count_mean,source_latest
cell_u3r08p,cell_u3r08p,1,1,2026-06-01 18:23:44.547480,2026-06-01 18:23:44.547480,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r08q,cell_u3r08q,1,1,2026-06-01 18:23:40.121933,2026-06-01 18:23:40.121933,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r08r,cell_u3r08r,1,1,2026-06-01 18:23:39.378375,2026-06-01 18:23:39.378375,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r08s,cell_u3r08s,1,1,2026-06-01 18:23:46.537381,2026-06-01 18:23:46.537381,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r08t,cell_u3r08t,1,1,2026-06-01 18:23:55.559813,2026-06-01 18:23:55.559813,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r08u,cell_u3r08u,1,1,2026-06-01 18:23:46.080237,2026-06-01 18:23:46.080237,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r08v,cell_u3r08v,1,1,2026-06-01 18:23:56.304035,2026-06-01 18:23:56.304035,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r08w,cell_u3r08w,1,1,2026-06-01 18:23:38.287320,2026-06-01 18:23:38.287320,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r08x,cell_u3r08x,1,1,2026-06-01 18:23:42.574393,2026-06-01 18:23:42.574393,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r08y,cell_u3r08y,1,1,2026-06-01 18:23:36.262866,2026-06-01 18:23:36.262866,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r08z,cell_u3r08z,1,1,2026-06-01 18:23:51.080857,2026-06-01 18:23:51.080857,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r0b2,cell_u3r0b2,1,1,2026-06-01 18:23:09.715328,2026-06-01 18:23:09.715328,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r0b3,cell_u3r0b3,1,1,2026-06-01 18:23:05.834114,2026-06-01 18:23:05.834114,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r0b4,cell_u3r0b4,1,1,2026-06-01 18:23:43.360638,2026-06-01 18:23:43.360638,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r0b5,cell_u3r0b5,1,1,2026-06-01 18:23:44.895883,2026-06-01 18:23:44.895883,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r0b6,cell_u3r0b6,1,1,2026-06-01 18:23:23.224947,2026-06-01 18:23:23.224947,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r0b7,cell_u3r0b7,1,1,2026-06-01 18:23:47.155720,2026-06-01 18:23:47.155720,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r0b8,cell_u3r0b8,1,1,2026-06-01 18:23:39.498117,2026-06-01 18:23:39.498117,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r0b9,cell_u3r0b9,1,1,2026-06-01 18:23:47.054513,2026-06-01 18:23:47.054513,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r0bh,cell_u3r0bh,1,1,2026-06-01 18:23:34.443500,2026-06-01 18:23:34.443500,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r0bj,cell_u3r0bj,1,1,2026-06-01 18:23:41.721643,2026-06-01 18:23:41.721643,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r0bk,cell_u3r0bk,1,1,2026-06-01 18:23:54.766737,2026-06-01 18:23:54.766737,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r0br,cell_u3r0br,1,1,2026-06-01 18:23:54.440148,2026-06-01 18:23:54.440148,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r0bs,cell_u3r0bs,1,1,2026-06-01 18:23:47.879017,2026-06-01 18:23:47.879017,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r0bt,cell_u3r0bt,1,1,2026-06-01 18:23:44.235693,2026-06-01 18:23:44.235693,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r0bu,cell_u3r0bu,1,1,2026-06-01 18:23:48.224612,2026-06-01 18:23:48.224612,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r0bv,cell_u3r0bv,1,1,2026-06-01 18:23:54.863223,2026-06-01 18:23:54.863223,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r0bw,cell_u3r0bw,1,1,2026-06-01 18:23:33.657392,2026-06-01 18:23:33.657392,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r0bx,cell_u3r0bx,1,1,2026-06-01 18:23:56.433870,2026-06-01 18:23:56.433870,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r0by,cell_u3r0by,1,1,2026-06-01 18:23:40.225739,2026-06-01 18:23:40.225739,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3r0bz,cell_u3r0bz,1,1,2026-06-01 18:23:53.398375,2026-06-01 18:23:53.398375,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3r101,cell_u3r101,1,1,2026-06-01 18:23:33.250897,2026-06-01 18:23:33.250897,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r102,cell_u3r102,1,1,2026-06-01 18:23:34.962171,2026-06-01 18:23:34.962171,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r103,cell_u3r103,1,1,2026-06-01 18:22:54.190816,2026-06-01 18:22:54.190816,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r104,cell_u3r104,1,1,2026-06-01 18:23:10.611475,2026-06-01 18:23:10.611475,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r105,cell_u3r105,1,1,2026-06-01 18:23:03.117764,2026-06-01 18:23:03.117764,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r106,cell_u3r106,1,1,2026-06-01 18:23:21.419966,2026-06-01 18:23:21.419966,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r107,cell_u3r107,1,1,2026-06-01 18:23:18.462284,2026-06-01 18:23:18.462284,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r108,cell_u3r108,1,1,2026-06-01 18:23:55.445523,2026-06-01 18:23:55.445523,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r109,cell_u3r109,1,1,2026-06-01 18:23:47.999593,2026-06-01 18:23:47.999593,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r10h,cell_u3r10h,1,1,2026-06-01 18:23:06.169745,2026-06-01 18:23:06.169745,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3r10j,cell_u3r10j,1,1,2026-06-01 18:22:46.393877,2026-06-01 18:22:46.393877,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3r10k,cell_u3r10k,1,1,2026-06-01 18:23:18.161290,2026-06-01 18:23:18.161290,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3r10m,cell_u3r10m,1,1,2026-06-01 18:22:44.967774,2026-06-01 18:22:44.967774,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3r10n,cell_u3r10n,1,1,2026-06-01 18:22:47.671087,2026-06-01 18:22:47.671087,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3r10p,cell_u3r10p,1,1,2026-06-01 18:22:49.819458,2026-06-01 18:22:49.819458,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3r10q,cell_u3r10q,1,1,2026-06-01 18:22:45.331705,2026-06-01 18:22:45.331705,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r10r,cell_u3r10r,1,1,2026-06-01 18:22:56.963290,2026-06-01 18:22:56.963290,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r10s,cell_u3r10s,1,1,2026-06-01 18:23:20.690148,2026-06-01 18:23:20.690148,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3r10t,cell_u3r10t,1,1,2026-06-01 18:22:51.077305,2026-06-01 18:22:51.077305,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r10u,cell_u3r10u,1,1,2026-06-01 18:23:33.027545,2026-06-01 18:23:33.027545,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3r10v,cell_u3r10v,1,1,2026-06-01 18:22:58.938968,2026-06-01 18:22:58.938968,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3r10w,cell_u3r10w,1,1,2026-06-01 18:22:50.964192,2026-06-01 18:22:50.964192,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3r10x,cell_u3r10x,1,1,2026-06-01 18:23:41.519302,2026-06-01 18:23:41.519302,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r10y,cell_u3r10y,1,1,2026-06-01 18:23:52.783397,2026-06-01 18:23:52.783397,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r10z,cell_u3r10z,1,1,2026-06-01 18:23:28.940429,2026-06-01 18:23:28.940429,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r120,cell_u3r120,1,1,2026-06-01 18:23:42.232082,2026-06-01 18:23:42.232082,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r121,cell_u3r121,1,1,2026-06-01 18:23:49.261923,2026-06-01 18:23:49.261923,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r122,cell_u3r122,1,1,2026-06-01 18:23:43.171395,2026-06-01 18:23:43.171395,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r123,cell_u3r123,1,1,2026-06-01 18:23:53.506756,2026-06-01 18:23:53.506756,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r124,cell_u3r124,1,1,2026-06-01 18:23:54.233998,2026-06-01 18:23:54.233998,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r125,cell_u3r125,1,1,2026-06-01 18:23:55.952378,2026-06-01 18:23:55.952378,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r128,cell_u3r128,1,1,2026-06-01 18:23:31.637826,2026-06-01 18:23:31.637826,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r129,cell_u3r129,1,1,2026-06-01 18:23:30.168734,2026-06-01 18:23:30.168734,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r12b,cell_u3r12b,1,1,2026-06-01 18:23:26.039454,2026-06-01 18:23:26.039454,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r12c,cell_u3r12c,1,1,2026-06-01 18:23:43.067077,2026-06-01 18:23:43.067077,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r12d,cell_u3r12d,1,1,2026-06-01 18:23:47.250957,2026-06-01 18:23:47.250957,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r12e,cell_u3r12e,1,1,2026-06-01 18:23:55.653186,2026-06-01 18:23:55.653186,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r12j,cell_u3r12j,1,1,2026-06-01 18:23:32.502330,2026-06-01 18:23:32.502330,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3r12k,cell_u3r12k,1,1,2026-06-01 18:23:40.437618,2026-06-01 18:23:40.437618,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3r12m,cell_u3r12m,1,1,2026-06-01 18:22:53.154138,2026-06-01 18:22:53.154138,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r12n,cell_u3r12n,1,1,2026-06-01 18:22:50.526840,2026-06-01 18:22:50.526840,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3r12p,cell_u3r12p,1,1,2026-06-01 18:23:44.343707,2026-06-01 18:23:44.343707,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3r12q,cell_u3r12q,1,1,2026-06-01 18:22:45.435775,2026-06-01 18:22:45.435775,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3r12r,cell_u3r12r,1,1,2026-06-01 18:23:51.410782,2026-06-01 18:23:51.410782,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3r12s,cell_u3r12s,1,1,2026-06-01 18:23:33.763140,2026-06-01 18:23:33.763140,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r12t,cell_u3r12t,1,1,2026-06-01 18:22:54.285367,2026-06-01 18:22:54.285367,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r12u,cell_u3r12u,1,1,2026-06-01 18:23:44.027702,2026-06-01 18:23:44.027702,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r12v,cell_u3r12v,1,1,2026-06-01 18:23:06.907977,2026-06-01 18:23:06.907977,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r12w,cell_u3r12w,1,1,2026-06-01 18:22:43.630559,2026-06-01 18:22:43.630559,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r12x,cell_u3r12x,1,1,2026-06-01 18:23:14.990846,2026-06-01 18:23:14.990846,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3r12y,cell_u3r12y,1,1,2026-06-01 18:23:14.634756,2026-06-01 18:23:14.634756,1.0,1.0,1.0,0,0.0,tomtom_real_time
gen. maczka,gen. Maczka,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.15,1.072,1405,809.88,zdm_apr_real
łodygowa,Łodygowa,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,520,316.04,zdm_apr_real
św. wincentego,Św. Wincentego,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,867,460.73,zdm_apr_real
żelazna,Żelazna,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.0,1.0,538,284.31,zdm_apr_real
żołnierska,Żołnierska,48,1,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.4,1.165,2399,1203.67,zdm_apr_real
żwirki i wigury,Żwirki i Wigury,144,3,2026-01-01 00:00:00.000000,2026-01-01 23:00:00.000000,1.0,1.25,1.065,1982,861.1,zdm_apr_real
