road_key,road_name,measurements_count,stations_count,date_min,date_max,traffic_factor_latest,traffic_factor_max,traffic_factor_mean,vehicle_count_max,vehicle_count_mean,source_latest
cell_u3qbs6,cell_u3qbs6,1,1,2026-06-01 18:23:29.374362,2026-06-01 18:23:29.374362,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbs7,cell_u3qbs7,1,1,2026-06-01 18:23:33.892569,2026-06-01 18:23:33.892569,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbs9,cell_u3qbs9,1,1,2026-06-01 18:23:54.014903,2026-06-01 18:23:54.014903,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbsd,cell_u3qbsd,1,1,2026-06-01 18:23:37.516411,2026-06-01 18:23:37.516411,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbse,cell_u3qbse,1,1,2026-06-01 18:23:40.630412,2026-06-01 18:23:40.630412,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbsf,cell_u3qbsf,1,1,2026-06-01 18:23:24.498518,2026-06-01 18:23:24.498518,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbsg,cell_u3qbsg,1,1,2026-06-01 18:23:51.602384,2026-06-01 18:23:51.602384,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbsj,cell_u3qbsj,1,1,2026-06-01 18:23:11.017980,2026-06-01 18:23:11.017980,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbsm,cell_u3qbsm,1,1,2026-06-01 18:22:55.552456,2026-06-01 18:22:55.552456,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbsn,cell_u3qbsn,1,1,2026-06-01 18:22:46.500648,2026-06-01 18:22:46.500648,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbsp,cell_u3qbsp,1,1,2026-06-01 18:22:56.084025,2026-06-01 18:22:56.084025,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbsq,cell_u3qbsq,1,1,2026-06-01 18:23:03.214509,2026-06-01 18:23:03.214509,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbsr,cell_u3qbsr,1,1,2026-06-01 18:22:48.867029,2026-06-01 18:22:48.867029,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbss,cell_u3qbss,1,1,2026-06-01 18:23:26.136490,2026-06-01 18:23:26.136490,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbst,cell_u3qbst,1,1,2026-06-01 18:23:13.527048,2026-06-01 18:23:13.527048,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbsu,cell_u3qbsu,1,1,2026-06-01 18:23:36.884049,2026-06-01 18:23:36.884049,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbsv,cell_u3qbsv,1,1,2026-06-01 18:23:27.012502,2026-06-01 18:23:27.012502,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbsw,cell_u3qbsw,1,1,2026-06-01 18:22:54.734045,2026-06-01 18:22:54.734045,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbsx,cell_u3qbsx,1,1,2026-06-01 18:23:40.535688,2026-06-01 18:23:40.535688,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbsy,cell_u3qbsy,1,1,2026-06-01 18:23:25.914265,2026-06-01 18:23:25.914265,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbt1,cell_u3qbt1,1,1,2026-06-01 18:23:50.225229,2026-06-01 18:23:50.225229,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbt4,cell_u3qbt4,1,1,2026-06-01 18:23:19.755296,2026-06-01 18:23:19.755296,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbt5,cell_u3qbt5,1,1,2026-06-01 18:23:44.131938,2026-06-01 18:23:44.131938,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbt6,cell_u3qbt6,1,1,2026-06-01 18:23:40.847060,2026-06-01 18:23:40.847060,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbt7,cell_u3qbt7,1,1,2026-06-01 18:23:41.177906,2026-06-01 18:23:41.177906,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbtd,cell_u3qbtd,1,1,2026-06-01 18:23:53.923110,2026-06-01 18:23:53.923110,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbte,cell_u3qbte,1,1,2026-06-01 18:23:12.660390,2026-06-01 18:23:12.660390,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbtf,cell_u3qbtf,1,1,2026-06-01 18:23:50.116958,2026-06-01 18:23:50.116958,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbtg,cell_u3qbtg,1,1,2026-06-01 18:23:23.022680,2026-06-01 18:23:23.022680,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbth,cell_u3qbth,1,1,2026-06-01 18:23:52.985332,2026-06-01 18:23:52.985332,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbtj,cell_u3qbtj,1,1,2026-06-01 18:23:50.964454,2026-06-01 18:23:50.964454,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbtk,cell_u3qbtk,1,1,2026-06-01 18:23:50.756285,2026-06-01 18:23:50.756285,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbts,cell_u3qbts,1,1,2026-06-01 18:23:48.624675,2026-06-01 18:23:48.624675,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbtt,cell_u3qbtt,1,1,2026-06-01 18:23:48.323176,2026-06-01 18:23:48.323176,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbtu,cell_u3qbtu,1,1,2026-06-01 18:23:25.355073,2026-06-01 18:23:25.355073,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbtv,cell_u3qbtv,1,1,2026-06-01 18:23:55.193215,2026-06-01 18:23:55.193215,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbtw,cell_u3qbtw,1,1,2026-06-01 18:23:20.889291,2026-06-01 18:23:20.889291,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbtx,cell_u3qbtx,1,1,2026-06-01 18:23:29.157583,2026-06-01 18:23:29.157583,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbty,cell_u3qbty,1,1,2026-06-01 18:23:16.559330,2026-06-01 18:23:16.559330,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbtz,cell_u3qbtz,1,1,2026-06-01 18:23:45.520764,2026-06-01 18:23:45.520764,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbu0,cell_u3qbu0,1,1,2026-06-01 18:23:19.852820,2026-06-01 18:23:19.852820,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbu1,cell_u3qbu1,1,1,2026-06-01 18:23:24.596022,2026-06-01 18:23:24.596022,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbu2,cell_u3qbu2,1,1,2026-06-01 18:23:04.182342,2026-06-01 18:23:04.182342,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbu3,cell_u3qbu3,1,1,2026-06-01 18:23:17.721664,2026-06-01 18:23:17.721664,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbu4,cell_u3qbu4,1,1,2026-06-01 18:23:27.615193,2026-06-01 18:23:27.615193,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbu5,cell_u3qbu5,1,1,2026-06-01 18:23:42.906931,2026-06-01 18:23:42.906931,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbu6,cell_u3qbu6,1,1,2026-06-01 18:23:09.505278,2026-06-01 18:23:09.505278,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbu7,cell_u3qbu7,1,1,2026-06-01 18:23:24.926083,2026-06-01 18:23:24.926083,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbu8,cell_u3qbu8,1,1,2026-06-01 18:23:47.776899,2026-06-01 18:23:47.776899,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbu9,cell_u3qbu9,1,1,2026-06-01 18:23:48.940912,2026-06-01 18:23:48.940912,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbud,cell_u3qbud,1,1,2026-06-01 18:23:08.580574,2026-06-01 18:23:08.580574,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbue,cell_u3qbue,1,1,2026-06-01 18:23:14.836002,2026-06-01 18:23:14.836002,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbug,cell_u3qbug,1,1,2026-06-01 18:23:35.752219,2026-06-01 18:23:35.752219,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbuh,cell_u3qbuh,1,1,2026-06-01 18:23:32.603285,2026-06-01 18:23:32.603285,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbuj,cell_u3qbuj,1,1,2026-06-01 18:23:09.007100,2026-06-01 18:23:09.007100,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbuk,cell_u3qbuk,1,1,2026-06-01 18:23:48.520712,2026-06-01 18:23:48.520712,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbum,cell_u3qbum,1,1,2026-06-01 18:23:08.034981,2026-06-01 18:23:08.034981,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbun,cell_u3qbun,1,1,2026-06-01 18:23:11.421434,2026-06-01 18:23:11.421434,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbup,cell_u3qbup,1,1,2026-06-01 18:22:48.772014,2026-06-01 18:22:48.772014,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbuq,cell_u3qbuq,1,1,2026-06-01 18:23:11.639730,2026-06-01 18:23:11.639730,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbur,cell_u3qbur,1,1,2026-06-01 18:23:15.870081,2026-06-01 18:23:15.870081,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbus,cell_u3qbus,1,1,2026-06-01 18:23:25.572003,2026-06-01 18:23:25.572003,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbut,cell_u3qbut,1,1,2026-06-01 18:23:15.310772,2026-06-01 18:23:15.310772,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbuu,cell_u3qbuu,1,1,2026-06-01 18:22:57.297639,2026-06-01 18:22:57.297639,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbuv,cell_u3qbuv,1,1,2026-06-01 18:22:57.394233,2026-06-01 18:22:57.394233,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbuw,cell_u3qbuw,1,1,2026-06-01 18:23:32.083719,2026-06-01 18:23:32.083719,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbux,cell_u3qbux,1,1,2026-06-01 18:23:19.632637,2026-06-01 18:23:19.632637,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbuy,cell_u3qbuy,1,1,2026-06-01 18:23:18.262398,2026-06-01 18:23:18.262398,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbuz,cell_u3qbuz,1,1,2026-06-01 18:23:30.921031,2026-06-01 18:23:30.921031,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbv2,cell_u3qbv2,1,1,2026-06-01 18:23:37.746936,2026-06-01 18:23:37.746936,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbv3,cell_u3qbv3,1,1,2026-06-01 18:23:05.621222,2026-06-01 18:23:05.621222,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbv5,cell_u3qbv5,1,1,2026-06-01 18:23:42.794632,2026-06-01 18:23:42.794632,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbv6,cell_u3qbv6,1,1,2026-06-01 18:23:38.053890,2026-06-01 18:23:38.053890,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbv7,cell_u3qbv7,1,1,2026-06-01 18:23:09.105791,2026-06-01 18:23:09.105791,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbv8,cell_u3qbv8,1,1,2026-06-01 18:23:14.336264,2026-06-01 18:23:14.336264,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbv9,cell_u3qbv9,1,1,2026-06-01 18:23:25.036469,2026-06-01 18:23:25.036469,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbvb,cell_u3qbvb,1,1,2026-06-01 18:23:50.648072,2026-06-01 18:23:50.648072,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbvc,cell_u3qbvc,1,1,2026-06-01 18:23:06.606692,2026-06-01 18:23:06.606692,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbvd,cell_u3qbvd,1,1,2026-06-01 18:23:24.287172,2026-06-01 18:23:24.287172,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbve,cell_u3qbve,1,1,2026-06-01 18:23:18.562311,2026-06-01 18:23:18.562311,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbvf,cell_u3qbvf,1,1,2026-06-01 18:22:50.845347,2026-06-01 18:22:50.845347,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbvg,cell_u3qbvg,1,1,2026-06-01 18:23:09.911029,2026-06-01 18:23:09.911029,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbvh,cell_u3qbvh,1,1,2026-06-01 18:23:39.804909,2026-06-01 18:23:39.804909,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbvj,cell_u3qbvj,1,1,2026-06-01 18:23:20.480136,2026-06-01 18:23:20.480136,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbvk,cell_u3qbvk,1,1,2026-06-01 18:23:48.731967,2026-06-01 18:23:48.731967,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbvm,cell_u3qbvm,1,1,2026-06-01 18:23:19.507240,2026-06-01 18:23:19.507240,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbvn,cell_u3qbvn,1,1,2026-06-01 18:23:13.315752,2026-06-01 18:23:13.315752,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbvp,cell_u3qbvp,1,1,2026-06-01 18:23:04.635693,2026-06-01 18:23:04.635693,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbvq,cell_u3qbvq,1,1,2026-06-01 18:23:15.667482,2026-06-01 18:23:15.667482,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbvr,cell_u3qbvr,1,1,2026-06-01 18:23:23.961616,2026-06-01 18:23:23.961616,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbvs,cell_u3qbvs,1,1,2026-06-01 18:22:59.804123,2026-06-01 18:22:59.804123,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbvt,cell_u3qbvt,1,1,2026-06-01 18:23:26.467313,2026-06-01 18:23:26.467313,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbvu,cell_u3qbvu,1,1,2026-06-01 18:23:13.432193,2026-06-01 18:23:13.432193,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbvv,cell_u3qbvv,1,1,2026-06-01 18:23:11.944150,2026-06-01 18:23:11.944150,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbvw,cell_u3qbvw,1,1,2026-06-01 18:23:25.790471,2026-06-01 18:23:25.790471,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbvx,cell_u3qbvx,1,1,2026-06-01 18:23:47.359750,2026-06-01 18:23:47.359750,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbvy,cell_u3qbvy,1,1,2026-06-01 18:23:26.251760,2026-06-01 18:23:26.251760,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbvz,cell_u3qbvz,1,1,2026-06-01 18:23:00.162948,2026-06-01 18:23:00.162948,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbw1,cell_u3qbw1,1,1,2026-06-01 18:23:51.738472,2026-06-01 18:23:51.738472,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbw3,cell_u3qbw3,1,1,2026-06-01 18:23:50.445353,2026-06-01 18:23:50.445353,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbw4,cell_u3qbw4,1,1,2026-06-01 18:23:10.818882,2026-06-01 18:23:10.818882,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbw5,cell_u3qbw5,1,1,2026-06-01 18:23:21.109068,2026-06-01 18:23:21.109068,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbw6,cell_u3qbw6,1,1,2026-06-01 18:23:03.428186,2026-06-01 18:23:03.428186,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbw7,cell_u3qbw7,1,1,2026-06-01 18:22:54.826273,2026-06-01 18:22:54.826273,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbwe,cell_u3qbwe,1,1,2026-06-01 18:23:41.074536,2026-06-01 18:23:41.074536,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbwf,cell_u3qbwf,1,1,2026-06-01 18:23:31.030522,2026-06-01 18:23:31.030522,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbwg,cell_u3qbwg,1,1,2026-06-01 18:22:51.902230,2026-06-01 18:22:51.902230,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbwh,cell_u3qbwh,1,1,2026-06-01 18:23:08.689657,2026-06-01 18:23:08.689657,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbwj,cell_u3qbwj,1,1,2026-06-01 18:23:30.281987,2026-06-01 18:23:30.281987,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbwk,cell_u3qbwk,1,1,2026-06-01 18:22:53.458456,2026-06-01 18:22:53.458456,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbwm,cell_u3qbwm,1,1,2026-06-01 18:23:02.383467,2026-06-01 18:23:02.383467,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbwn,cell_u3qbwn,1,1,2026-06-01 18:23:28.511415,2026-06-01 18:23:28.511415,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbwq,cell_u3qbwq,1,1,2026-06-01 18:22:43.828076,2026-06-01 18:22:43.828076,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbwr,cell_u3qbwr,1,1,2026-06-01 18:22:44.766346,2026-06-01 18:22:44.766346,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbws,cell_u3qbws,1,1,2026-06-01 18:23:07.114655,2026-06-01 18:23:07.114655,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbwt,cell_u3qbwt,1,1,2026-06-01 18:22:46.290900,2026-06-01 18:22:46.290900,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbwu,cell_u3qbwu,1,1,2026-06-01 18:22:57.819698,2026-06-01 18:22:57.819698,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbwv,cell_u3qbwv,1,1,2026-06-01 18:22:44.128623,2026-06-01 18:22:44.128623,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbww,cell_u3qbww,1,1,2026-06-01 18:22:48.330508,2026-06-01 18:22:48.330508,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbwx,cell_u3qbwx,1,1,2026-06-01 18:22:54.510512,2026-06-01 18:22:54.510512,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbwy,cell_u3qbwy,1,1,2026-06-01 18:22:53.352457,2026-06-01 18:22:53.352457,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbwz,cell_u3qbwz,1,1,2026-06-01 18:23:45.219924,2026-06-01 18:23:45.219924,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbx1,cell_u3qbx1,1,1,2026-06-01 18:23:35.633089,2026-06-01 18:23:35.633089,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbx3,cell_u3qbx3,1,1,2026-06-01 18:23:40.745371,2026-06-01 18:23:40.745371,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbx4,cell_u3qbx4,1,1,2026-06-01 18:22:47.150370,2026-06-01 18:22:47.150370,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbx5,cell_u3qbx5,1,1,2026-06-01 18:22:49.476219,2026-06-01 18:22:49.476219,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbx6,cell_u3qbx6,1,1,2026-06-01 18:22:44.867534,2026-06-01 18:22:44.867534,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbx7,cell_u3qbx7,1,1,2026-06-01 18:23:02.192648,2026-06-01 18:23:02.192648,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbx9,cell_u3qbx9,1,1,2026-06-01 18:23:49.039242,2026-06-01 18:23:49.039242,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbxc,cell_u3qbxc,1,1,2026-06-01 18:23:47.660338,2026-06-01 18:23:47.660338,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbxd,cell_u3qbxd,1,1,2026-06-01 18:22:51.494444,2026-06-01 18:22:51.494444,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbxe,cell_u3qbxe,1,1,2026-06-01 18:23:38.615430,2026-06-01 18:23:38.615430,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbxf,cell_u3qbxf,1,1,2026-06-01 18:23:20.169623,2026-06-01 18:23:20.169623,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbxg,cell_u3qbxg,1,1,2026-06-01 18:23:56.771946,2026-06-01 18:23:56.771946,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbxh,cell_u3qbxh,1,1,2026-06-01 18:22:49.936589,2026-06-01 18:22:49.936589,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbxj,cell_u3qbxj,1,1,2026-06-01 18:22:45.762760,2026-06-01 18:22:45.762760,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbxk,cell_u3qbxk,1,1,2026-06-01 18:22:43.508231,2026-06-01 18:22:43.508231,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbxm,cell_u3qbxm,1,1,2026-06-01 18:23:31.441502,2026-06-01 18:23:31.441502,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbxn,cell_u3qbxn,1,1,2026-06-01 18:22:53.883786,2026-06-01 18:22:53.883786,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbxp,cell_u3qbxp,1,1,2026-06-01 18:23:20.578750,2026-06-01 18:23:20.578750,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbxq,cell_u3qbxq,1,1,2026-06-01 18:23:22.623053,2026-06-01 18:23:22.623053,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbxr,cell_u3qbxr,1,1,2026-06-01 18:23:36.467697,2026-06-01 18:23:36.467697,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbxt,cell_u3qbxt,1,1,2026-06-01 18:23:55.326518,2026-06-01 18:23:55.326518,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbxu,cell_u3qbxu,1,1,2026-06-01 18:23:48.844976,2026-06-01 18:23:48.844976,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbxv,cell_u3qbxv,1,1,2026-06-01 18:23:16.073666,2026-06-01 18:23:16.073666,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbxw,cell_u3qbxw,1,1,2026-06-01 18:23:18.898821,2026-06-01 18:23:18.898821,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbxx,cell_u3qbxx,1,1,2026-06-01 18:22:59.144618,2026-06-01 18:22:59.144618,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbxy,cell_u3qbxy,1,1,2026-06-01 18:23:10.132480,2026-06-01 18:23:10.132480,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbxz,cell_u3qbxz,1,1,2026-06-01 18:23:06.511552,2026-06-01 18:23:06.511552,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qby0,cell_u3qby0,1,1,2026-06-01 18:23:23.764749,2026-06-01 18:23:23.764749,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qby1,cell_u3qby1,1,1,2026-06-01 18:23:16.866659,2026-06-01 18:23:16.866659,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qby2,cell_u3qby2,1,1,2026-06-01 18:23:00.932387,2026-06-01 18:23:00.932387,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qby3,cell_u3qby3,1,1,2026-06-01 18:22:44.438557,2026-06-01 18:22:44.438557,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qby4,cell_u3qby4,1,1,2026-06-01 18:23:08.792073,2026-06-01 18:23:08.792073,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qby5,cell_u3qby5,1,1,2026-06-01 18:22:50.142127,2026-06-01 18:22:50.142127,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qby6,cell_u3qby6,1,1,2026-06-01 18:22:55.127210,2026-06-01 18:22:55.127210,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qby7,cell_u3qby7,1,1,2026-06-01 18:22:51.165177,2026-06-01 18:22:51.165177,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qby8,cell_u3qby8,1,1,2026-06-01 18:23:05.725659,2026-06-01 18:23:05.725659,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qby9,cell_u3qby9,1,1,2026-06-01 18:22:51.290745,2026-06-01 18:22:51.290745,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbyb,cell_u3qbyb,1,1,2026-06-01 18:23:37.425711,2026-06-01 18:23:37.425711,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbyc,cell_u3qbyc,1,1,2026-06-01 18:23:13.624548,2026-06-01 18:23:13.624548,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbyd,cell_u3qbyd,1,1,2026-06-01 18:22:56.610093,2026-06-01 18:22:56.610093,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbye,cell_u3qbye,1,1,2026-06-01 18:23:25.257878,2026-06-01 18:23:25.257878,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbyf,cell_u3qbyf,1,1,2026-06-01 18:22:59.470259,2026-06-01 18:22:59.470259,1.3,1.3,1.3,0,0.0,tomtom_real_time
cell_u3qbyg,cell_u3qbyg,1,1,2026-06-01 18:22:49.583739,2026-06-01 18:22:49.583739,1.15,1.15,1.15,0,0.0,tomtom_real_time
cell_u3qbyh,cell_u3qbyh,1,1,2026-06-01 18:23:16.363362,2026-06-01 18:23:16.363362,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbyj,cell_u3qbyj,1,1,2026-06-01 18:22:59.040147,2026-06-01 18:22:59.040147,1.0,1.0,1.0,0,0.0,tomtom_real_time
cell_u3qbyk,cell_u3qbyk,1,1,2026-06-01 18:22:56.502367,2026-06-01 18:22:56.502367,1.15,1.15,1.15,0,0.0,tomtom_real_time
